GESTION;2017;;;;;;;
TYPE BUDGET;Budget général;;;;;;;
;;;;; Données;;;
Recherche et enseignement supérieur;142;2;64;Transferts aux autres collectivités;4 522 927;4 438 801;4 522 927;4 438 801
Recherche et enseignement supérieur;150;1;21;Rémunérations dactivité;16 256 625;23 936 740;16 256 625;23 936 740
Recherche et enseignement supérieur;150;1;22;Cotisations et contributions sociales;11 851 724;17 287 776;11 851 724;17 287 776
Recherche et enseignement supérieur;150;1;23;Prestations sociales et allocations diverses;300 258;400 823;300 258;400 823
Recherche et enseignement supérieur;150;1;32;Subventions pour charges de service public;2 941 209 363;3 086 371 865;2 941 209 363;3 086 371 865
Recherche et enseignement supérieur;150;2;21;Rémunérations dactivité;67 592 243;65 691 541;67 592 243;65 691 541
Recherche et enseignement supérieur;150;2;22;Cotisations et contributions sociales;49 263 467;47 853 539;49 263 467;47 853 539
Recherche et enseignement supérieur;150;2;23;Prestations sociales et allocations diverses;1 260 034;1 128 168;1 260 034;1 128 168
Recherche et enseignement supérieur;150;2;32;Subventions pour charges de service public;2 296 670 228;2 392 516 796;2 296 670 228;2 392 516 796
Recherche et enseignement supérieur;150;3;21;Rémunérations dactivité;5 612 546;5 757 009;5 612 546;5 757 009
Recherche et enseignement supérieur;150;3;22;Cotisations et contributions sociales;4 093 458;4 196 138;4 093 458;4 196 138
Recherche et enseignement supérieur;150;3;23;Prestations sociales et allocations diverses;103 562;98 186;103 562;98 186
Recherche et enseignement supérieur;150;3;32;Subventions pour charges de service public;338 558 276;350 156 301;338 558 276;350 156 301
Recherche et enseignement supérieur;150;3;64;Transferts aux autres collectivités;5 864 093;5 863 093;5 864 093;5 863 093
Recherche et enseignement supérieur;150;4;64;Transferts aux autres collectivités;78 915 852;78 895 852;78 915 852;78 895 852
Recherche et enseignement supérieur;150;5;21;Rémunérations dactivité;14 069 946;14 432 106;14 069 946;14 432 106
Recherche et enseignement supérieur;150;5;22;Cotisations et contributions sociales;10 262 223;10 519 631;10 262 223;10 519 631
Recherche et enseignement supérieur;150;5;23;Prestations sociales et allocations diverses;259 631;246 155;259 631;246 155
Recherche et enseignement supérieur;150;5;31;Dépenses de fonctionnement autres que celles de personnel;1 150 916;1 150 916;1 150 916;1 150 916
Recherche et enseignement supérieur;150;5;32;Subventions pour charges de service public;410 186 665;418 319 054;410 186 665;418 319 054
Recherche et enseignement supérieur;150;5;64;Transferts aux autres collectivités;980 186;980 186;980 186;980 186
Recherche et enseignement supérieur;150;13;21;Rémunérations dactivité;11 564 535;11 862 226;11 564 535;11 862 226
Recherche et enseignement supérieur;150;13;22;Cotisations et contributions sociales;8 436 187;8 647 771;8 436 187;8 647 771
Recherche et enseignement supérieur;150;13;23;Prestations sociales et allocations diverses;213 290;202 213;213 290;202 213
Recherche et enseignement supérieur;150;13;32;Subventions pour charges de service public;83 483 796;95 049 804;83 483 796;95 049 804
Recherche et enseignement supérieur;150;13;64;Transferts aux autres collectivités;16 190;16 190;16 190;16 190
Recherche et enseignement supérieur;150;14;21;Rémunérations dactivité;23 657 528;24 266 476;23 657 528;24 266 476
Recherche et enseignement supérieur;150;14;22;Cotisations et contributions sociales;17 255 254;17 688 066;17 255 254;17 688 066
Recherche et enseignement supérieur;150;14;23;Prestations sociales et allocations diverses;436 553;413 893;436 553;413 893
Recherche et enseignement supérieur;150;14;31;Dépenses de fonctionnement autres que celles de personnel;622 000;0;3 272 000;0
Recherche et enseignement supérieur;150;14;32;Subventions pour charges de service public;892 845 946;901 608 005;892 845 946;901 608 005
Recherche et enseignement supérieur;150;14;51;Dépenses pour immobilisations corporelles de lÉtat;45 276 000;63 434 000;65 395 475;50 465 192
Recherche et enseignement supérieur;150;14;72;Dotations en fonds propres;317 214 002;183 684 876;180 410 789;159 083 524
Recherche et enseignement supérieur;150;15;21;Rémunérations dactivité;64 899 264;64 758 575;64 899 264;64 758 575
Recherche et enseignement supérieur;150;15;22;Cotisations et contributions sociales;46 694 776;46 565 584;46 694 776;46 565 584
Recherche et enseignement supérieur;150;15;23;Prestations sociales et allocations diverses;1 182 014;1 076 592;1 182 014;1 076 592
Recherche et enseignement supérieur;150;15;31;Dépenses de fonctionnement autres que celles de personnel;10 018 557;10 018 557;10 018 557;10 018 557
Recherche et enseignement supérieur;150;15;32;Subventions pour charges de service public;1 378 849 829;1 396 261 017;1 378 849 829;1 396 261 017
Recherche et enseignement supérieur;150;15;64;Transferts aux autres collectivités;18 312 117;18 312 117;18 312 117;18 312 117
Recherche et enseignement supérieur;150;17;21;Rémunérations dactivité;79 824 849;79 816 514;79 824 849;79 816 514
Recherche et enseignement supérieur;150;17;22;Cotisations et contributions sociales;58 220 169;58 180 811;58 220 169;58 180 811
Recherche et enseignement supérieur;150;17;23;Prestations sociales et allocations diverses;1 472 944;1 358 439;1 472 944;1 358 439
Recherche et enseignement supérieur;150;17;31;Dépenses de fonctionnement autres que celles de personnel;231 980;231 980;231 980;231 980
Recherche et enseignement supérieur;150;17;32;Subventions pour charges de service public;3 691 934 953;3 757 181 984;3 691 934 953;3 757 181 984
Recherche et enseignement supérieur;150;17;64;Transferts aux autres collectivités;4 000;0;4 000;0
Recherche et enseignement supérieur;172;1;31;Dépenses de fonctionnement autres que celles de personnel;23 725 511;24 619 747;23 490 041;22 849 747
Recherche et enseignement supérieur;172;1;32;Subventions pour charges de service public;14 006 769;16 601 515;14 006 769;16 601 515
Recherche et enseignement supérieur;172;1;62;Transferts aux entreprises;76 658 693;76 658 693;76 658 693;76 658 693
Recherche et enseignement supérieur;172;1;63;Transferts aux collectivités territoriales;11 360 262;11 360 262;11 360 262;11 360 262
Recherche et enseignement supérieur;172;1;64;Transferts aux autres collectivités;9 479 899;13 469 194;9 479 899;13 469 194
Recherche et enseignement supérieur;172;1;72;Dotations en fonds propres;16 818 917;34 218 916;16 818 917;34 218 916
Recherche et enseignement supérieur;172;2;32;Subventions pour charges de service public;29 988 956;30 189 413;29 988 956;30 189 413
Recherche et enseignement supérieur;172;2;64;Transferts aux autres collectivités;555 156 491;673 221 291;560 036 429;609 195 949
Recherche et enseignement supérieur;172;11;32;Subventions pour charges de service public;62 723 819;62 723 205;62 723 819;62 723 205
Recherche et enseignement supérieur;172;11;64;Transferts aux autres collectivités;2 000;0;2 000;0
Recherche et enseignement supérieur;172;12;32;Subventions pour charges de service public;149 007 118;149 001 398;149 007 118;149 001 398
Recherche et enseignement supérieur;172;13;32;Subventions pour charges de service public;219 751 000;224 711 000;219 751 000;224 711 000
Recherche et enseignement supérieur;172;13;64;Transferts aux autres collectivités;14 700 000;14 700 000;14 700 000;14 700 000
Recherche et enseignement supérieur;172;14;32;Subventions pour charges de service public;780 091 706;847 485 795;780 091 706;847 485 795
Recherche et enseignement supérieur;172;15;32;Subventions pour charges de service public;1 111 778 410;1 111 770 153;1 111 778 410;1 111 770 153
Recherche et enseignement supérieur;172;15;64;Transferts aux autres collectivités;102 677 526;108 010 859;102 677 526;102 677 526
Recherche et enseignement supérieur;172;16;32;Subventions pour charges de service public;982 613 119;982 582 401;982 613 119;982 582 401
Recherche et enseignement supérieur;172;16;64;Transferts aux autres collectivités;642 000;642 000;642 000;642 000
Recherche et enseignement supérieur;172;17;32;Subventions pour charges de service public;368 695 252;368 688 967;368 695 252;368 688 967
Recherche et enseignement supérieur;172;17;64;Transferts aux autres collectivités;212 805 620;261 671 797;212 805 620;242 805 621
Recherche et enseignement supérieur;172;18;32;Subventions pour charges de service public;1 069 725 815;1 069 678 800;1 069 725 815;1 069 678 800
Recherche et enseignement supérieur;172;18;64;Transferts aux autres collectivités;26 795 686;26 795 686;26 795 686;26 795 686
Recherche et enseignement supérieur;172;19;32;Subventions pour charges de service public;403 840 556;403 832 449;403 840 556;403 832 449
Recherche et enseignement supérieur;172;19;64;Transferts aux autres collectivités;1 254 875;1 254 875;1 254 875;1 254 875
Recherche et enseignement supérieur;186;1;31;Dépenses de fonctionnement autres que celles de personnel;2 438 418;3 172 866;2 399 661;3 104 104
Recherche et enseignement supérieur;186;1;32;Subventions pour charges de service public;488 542;1 990 954;488 542;1 990 954
Recherche et enseignement supérieur;186;1;51;Dépenses pour immobilisations corporelles de lÉtat;353 125;353 125;353 125;353 125
Recherche et enseignement supérieur;186;1;62;Transferts aux entreprises;121 380;65 410;121 380;65 410
Recherche et enseignement supérieur;186;1;63;Transferts aux collectivités territoriales;1 049 320;252 871;1 049 320;252 871
Recherche et enseignement supérieur;186;1;64;Transferts aux autres collectivités;3 061 936;4 112 502;3 061 936;4 112 502
Recherche et enseignement supérieur;186;1;72;Dotations en fonds propres;1 312 412;0;1 312 412;0
Recherche et enseignement supérieur;186;3;32;Subventions pour charges de service public;97 799 842;98 543 542;97 799 842;98 543 542
Recherche et enseignement supérieur;186;3;64;Transferts aux autres collectivités;3 000;0;3 000;0
Recherche et enseignement supérieur;186;3;72;Dotations en fonds propres;15 503 480;9 918 168;15 558 480;11 145 190
Recherche et enseignement supérieur;190;10;32;Subventions pour charges de service public;622 919 814;625 763 759;622 919 814;625 763 759
Recherche et enseignement supérieur;190;10;64;Transferts aux autres collectivités;469 781;467 781;469 781;467 781
Recherche et enseignement supérieur;190;11;32;Subventions pour charges de service public;179 102 350;179 102 350;179 102 350;179 102 350
Recherche et enseignement supérieur;190;12;32;Subventions pour charges de service public;86 184 495;86 184 495;86 184 495;86 184 495
Recherche et enseignement supérieur;190;12;64;Transferts aux autres collectivités;20 500;0;20 500;0
Recherche et enseignement supérieur;190;12;72;Dotations en fonds propres;15 046 382;15 046 382;15 046 382;15 046 382
Recherche et enseignement supérieur;190;13;31;Dépenses de fonctionnement autres que celles de personnel;0;0;898 420;898 420
Recherche et enseignement supérieur;190;13;32;Subventions pour charges de service public;1 551 198;1 551 198;1 551 198;1 551 198
Recherche et enseignement supérieur;190;13;62;Transferts aux entreprises;0;0;1 020 316;1 020 316
Recherche et enseignement supérieur;190;13;64;Transferts aux autres collectivités;0;0;4 081 264;4 081 264
Recherche et enseignement supérieur;190;14;62;Transferts aux entreprises;59 665 448;59 665 448;59 665 448;59 665 448
Recherche et enseignement supérieur;190;14;64;Transferts aux autres collectivités;128 000;128 000;128 000;128 000
Recherche et enseignement supérieur;190;14;71;Prêts et avances;12 981 920;10 137 975;12 981 920;10 137 975
Recherche et enseignement supérieur;190;15;32;Subventions pour charges de service public;740 000 000;740 000 000;740 000 000;740 000 000
Recherche et enseignement supérieur;191;1;32;Subventions pour charges de service public;7 630 000;7 775 100;7 630 000;7 775 100
Recherche et enseignement supérieur;191;2;32;Subventions pour charges de service public;6 299 000;6 349 900;6 299 000;6 349 900
Recherche et enseignement supérieur;191;3;32;Subventions pour charges de service public;0;45 827 014;0;45 827 014
Recherche et enseignement supérieur;191;3;72;Dotations en fonds propres;152 756 714;106 929 700;152 756 714;106 929 700
Recherche et enseignement supérieur;191;4;32;Subventions pour charges de service public;13 389 031;13 193 031;13 389 031;13 193 031
Recherche et enseignement supérieur;192;1;21;Rémunérations dactivité;64 243 241;65 771 526;64 243 241;65 771 526
Recherche et enseignement supérieur;192;1;22;Cotisations et contributions sociales;40 130 687;36 993 901;40 130 687;36 993 901
Recherche et enseignement supérieur;192;1;23;Prestations sociales et allocations diverses;509 074;500 911;509 074;500 911
Recherche et enseignement supérieur;192;1;32;Subventions pour charges de service public;199 048 105;200 419 432;199 048 105;200 419 432
Recherche et enseignement supérieur;192;1;61;Transferts aux ménages;5 566 158;6 374 089;5 566 158;6 374 089
Recherche et enseignement supérieur;192;1;72;Dotations en fonds propres;12 415 000;1 750 000;600 000;13 565 000
Recherche et enseignement supérieur;192;2;32;Subventions pour charges de service public;23 884 996;24 384 996;23 884 996;24 384 996
Recherche et enseignement supérieur;192;2;62;Transferts aux entreprises;308 794 867;323 861 300;308 794 867;323 861 300
Recherche et enseignement supérieur;192;2;64;Transferts aux autres collectivités;3 488 690;4 488 690;3 488 690;4 488 690
Recherche et enseignement supérieur;192;3;62;Transferts aux entreprises;90 719 067;84 574 565;142 334 104;95 649 565
Recherche et enseignement supérieur;192;3;64;Transferts aux autres collectivités;27 718 135;26 174 891;42 968 135;28 599 891
Recherche et enseignement supérieur;193;1;32;Subventions pour charges de service public;71 876 044;71 876 044;71 876 044;71 876 044
Recherche et enseignement supérieur;193;1;64;Transferts aux autres collectivités;101 809 262;112 512 780;101 809 262;112 512 780
Recherche et enseignement supérieur;193;2;32;Subventions pour charges de service public;166 752 423;166 752 423;166 752 423;166 752 423
Recherche et enseignement supérieur;193;2;64;Transferts aux autres collectivités;102 563 405;113 346 208;102 563 405;113 346 208
Recherche et enseignement supérieur;193;3;32;Subventions pour charges de service public;29 325 426;29 325 426;29 325 426;29 325 426
Recherche et enseignement supérieur;193;3;64;Transferts aux autres collectivités;81 447 410;90 010 224;81 447 410;90 010 224
Recherche et enseignement supérieur;193;4;32;Subventions pour charges de service public;134 551 954;134 551 954;134 551 954;134 551 954
Recherche et enseignement supérieur;193;4;64;Transferts aux autres collectivités;346 151 493;382 543 452;346 151 493;382 543 452
Recherche et enseignement supérieur;193;5;32;Subventions pour charges de service public;115 001 670;115 001 670;115 001 670;115 001 670
Recherche et enseignement supérieur;193;5;64;Transferts aux autres collectivités;98 038 549;108 345 640;98 038 549;108 345 640
Recherche et enseignement supérieur;193;6;32;Subventions pour charges de service public;57 500 835;57 500 835;57 500 835;57 500 835
Recherche et enseignement supérieur;193;6;64;Transferts aux autres collectivités;24 132 566;26 669 696;24 132 566;26 669 696
Recherche et enseignement supérieur;193;7;64;Transferts aux autres collectivités;42 568 853;69 648 000;42 568 853;69 648 000
Recherche et enseignement supérieur;231;1;32;Subventions pour charges de service public;26 986 445;29 167 359;26 986 445;29 167 359
Recherche et enseignement supérieur;231;1;61;Transferts aux ménages;2 085 710 193;2 262 489 462;2 085 710 193;2 262 489 462
Recherche et enseignement supérieur;231;1;62;Transferts aux entreprises;2 000 000;2 000 000;2 000 000;2 000 000
Recherche et enseignement supérieur;231;2;32;Subventions pour charges de service public;155 927 925;155 927 925;155 927 925;155 927 925
Recherche et enseignement supérieur;231;2;51;Dépenses pour immobilisations corporelles de lÉtat;20 500 000;19 180 000;15 375 000;15 950 125
Recherche et enseignement supérieur;231;2;64;Transferts aux autres collectivités;5 966 756;5 963 756;5 966 756;5 963 756
Recherche et enseignement supérieur;231;2;72;Dotations en fonds propres;92 588 706;92 588 706;42 588 706;92 588 706
Recherche et enseignement supérieur;231;3;31;Dépenses de fonctionnement autres que celles de personnel;3 130 000;3 130 000;3 130 000;3 130 000
Recherche et enseignement supérieur;231;3;32;Subventions pour charges de service public;49 093 740;49 392 390;49 093 740;49 392 390
Recherche et enseignement supérieur;231;3;64;Transferts aux autres collectivités;8 499 662;8 244 472;8 499 662;8 244 472
Recherche et enseignement supérieur;231;4;32;Subventions pour charges de service public;88 882 763;94 601 605;88 882 763;94 601 605
Recherche et enseignement supérieur;231;4;64;Transferts aux autres collectivités;3 000;0;3 000;0
Recherche et enseignement supérieur;231;4;72;Dotations en fonds propres;2 631 461;2 631 461;2 631 461;2 631 461
Régimes sociaux et de retraite;195;1;64;Transferts aux autres collectivités;1 293 463 659;1 215 715 400;1 293 463 659;1 215 715 400
Régimes sociaux et de retraite;195;2;64;Transferts aux autres collectivités;160 620 000;157 537 690;160 620 000;157 537 690
Régimes sociaux et de retraite;195;3;64;Transferts aux autres collectivités;0;0;0;0
Régimes sociaux et de retraite;195;4;64;Transferts aux autres collectivités;2 422 230;2 242 216;2 422 230;2 242 216
Régimes sociaux et de retraite;195;7;64;Transferts aux autres collectivités;280 000;250 000;280 000;250 000
Régimes sociaux et de retraite;197;1;32;Subventions pour charges de service public;9 849 897;10 890 328;9 849 897;10 890 328
Régimes sociaux et de retraite;197;1;61;Transferts aux ménages;814 988 410;817 300 396;814 988 410;817 300 396
Régimes sociaux et de retraite;198;3;64;Transferts aux autres collectivités;3 215 618 329;3 253 096 778;3 215 618 329;3 253 096 778
Régimes sociaux et de retraite;198;4;64;Transferts aux autres collectivités;652 571 360;680 600 000;652 571 360;680 600 000
Régimes sociaux et de retraite;198;5;61;Transferts aux ménages;168 521 089;0;168 521 089;0
Régimes sociaux et de retraite;198;5;64;Transferts aux autres collectivités;2 020 000;115 400 000;2 020 000;115 400 000
Relations avec les collectivités territoriales;119;1;63;Transferts aux collectivités territoriales;1 736 269 276;1 698 779 990;881 480 193;1 143 965 612
Relations avec les collectivités territoriales;119;2;63;Transferts aux collectivités territoriales;130 308 258;130 308 258;130 308 258;130 308 258
Relations avec les collectivités territoriales;119;3;63;Transferts aux collectivités territoriales;215 855 969;215 855 969;215 855 969;215 855 969
Relations avec les collectivités territoriales;119;4;63;Transferts aux collectivités territoriales;265 318 252;265 153 924;265 318 252;265 153 924
Relations avec les collectivités territoriales;119;5;63;Transferts aux collectivités territoriales;992 516 495;993 674 895;992 516 495;993 674 895
Relations avec les collectivités territoriales;119;6;63;Transferts aux collectivités territoriales;225 368 902;226 174 859;225 368 902;226 174 859
Relations avec les collectivités territoriales;122;1;63;Transferts aux collectivités territoriales;77 998 959;62 360 815;81 979 322;27 360 815
Relations avec les collectivités territoriales;122;1;64;Transferts aux autres collectivités;45 623 377;0;45 623 377;0
Relations avec les collectivités territoriales;122;2;31;Dépenses de fonctionnement autres que celles de personnel;559 000;551 826;522 125;514 951
Relations avec les collectivités territoriales;122;2;52;Dépenses pour immobilisations incorporelles de lÉtat;1 912 000;1 912 000;2 002 200;2 002 200
Relations avec les collectivités territoriales;122;2;63;Transferts aux collectivités territoriales;68 745;0;68 745;0
Relations avec les collectivités territoriales;122;4;63;Transferts aux collectivités territoriales;138 493 978;139 320 030;138 493 978;139 320 030
Relations avec les collectivités territoriales;122;5;63;Transferts aux collectivités territoriales;69 395 501;0;54 415 138;0
Remboursements et dégrèvements;200;11;61;Transferts aux ménages;0;0;0;0
Remboursements et dégrèvements;200;11;62;Transferts aux entreprises;64 216 778 000;69 757 424 000;64 216 778 000;69 757 424 000
Remboursements et dégrèvements;200;12;61;Transferts aux ménages;2 691 800 000;3 143 395 000;2 691 800 000;3 143 395 000
Remboursements et dégrèvements;200;12;62;Transferts aux entreprises;9 156 767 000;12 641 852 000;9 156 767 000;12 641 852 000
Remboursements et dégrèvements;200;13;31;Dépenses de fonctionnement autres que celles de personnel;3 598 000 000;3 429 000 000;3 598 000 000;3 429 000 000
Remboursements et dégrèvements;200;13;61;Transferts aux ménages;2 408 500 000;2 598 000 000;2 408 500 000;2 598 000 000
Remboursements et dégrèvements;200;13;62;Transferts aux entreprises;6 122 342 000;5 394 434 000;6 122 342 000;5 394 434 000
Remboursements et dégrèvements;201;1;62;Transferts aux entreprises;6 450 000 000;6 606 000 000;6 450 000 000;6 606 000 000
Remboursements et dégrèvements;201;2;63;Transferts aux collectivités territoriales;1 070 000 000;1 080 000 000;1 070 000 000;1 080 000 000
Remboursements et dégrèvements;201;3;63;Transferts aux collectivités territoriales;3 969 000 000;3 732 000 000;3 969 000 000;3 732 000 000
Remboursements et dégrèvements;201;4;63;Transferts aux collectivités territoriales;481 000 000;481 000 000;481 000 000;481 000 000
Santé;183;2;61;Transferts aux ménages;739 030 028;815 213 193;739 030 028;815 213 193
Santé;183;3;61;Transferts aux ménages;13 400 000;8 000 000;13 400 000;8 000 000
Santé;204;11;31;Dépenses de fonctionnement autres que celles de personnel;8 754 898;8 984 368;8 754 898;8 984 368
Santé;204;11;32;Subventions pour charges de service public;65 193 715;159 721 595;65 193 715;159 721 595
Santé;204;11;61;Transferts aux ménages;4 200 000;4 200 000;4 200 000;4 200 000
Santé;204;11;64;Transferts aux autres collectivités;13 236 519;14 799 007;13 236 519;14 799 007
Santé;204;12;32;Subventions pour charges de service public;23 791 200;0;23 791 200;0
Santé;204;12;64;Transferts aux autres collectivités;1 685 805;1 142 000;1 685 805;1 142 000
Santé;204;13;31;Dépenses de fonctionnement autres que celles de personnel;720 000;0;720 000;0
Santé;204;13;64;Transferts aux autres collectivités;6 176 700;0;6 176 700;0
Santé;204;14;31;Dépenses de fonctionnement autres que celles de personnel;1 950 000;1 725 715;1 950 000;1 725 715
Santé;204;14;32;Subventions pour charges de service public;45 046 658;44 501 831;45 046 658;44 501 831
Santé;204;14;64;Transferts aux autres collectivités;5 124 528;9 715 000;5 124 528;9 715 000
Santé;204;15;31;Dépenses de fonctionnement autres que celles de personnel;1 574 000;265 000;1 574 000;265 000
Santé;204;15;32;Subventions pour charges de service public;13 239 320;14 263 765;13 239 320;14 263 765
Santé;204;15;64;Transferts aux autres collectivités;4 327 667;4 841 078;4 327 667;4 841 078
Santé;204;16;31;Dépenses de fonctionnement autres que celles de personnel;650 000;990 000;650 000;990 000
Santé;204;16;32;Subventions pour charges de service public;10 599 420;0;10 599 420;0
Santé;204;16;64;Transferts aux autres collectivités;50 777;375 674;50 777;375 674
Santé;204;17;31;Dépenses de fonctionnement autres que celles de personnel;622 410;93 160;622 410;193 160
Santé;204;17;32;Subventions pour charges de service public;127 608 286;126 489 727;127 608 286;126 489 727
Santé;204;17;64;Transferts aux autres collectivités;3 287 200;3 729 502;3 287 200;3 629 502
Santé;204;18;64;Transferts aux autres collectivités;124 543 886;0;124 543 886;0
Santé;204;19;31;Dépenses de fonctionnement autres que celles de personnel;1 280 094;1 280 094;1 280 094;1 280 094
Santé;204;19;64;Transferts aux autres collectivités;33 162 000;34 662 000;34 462 000;35 962 000
Sécurités;152;1;21;Rémunérations dactivité;1 542 670 630;1 615 339 571;1 542 670 630;1 615 339 571
Sécurités;152;1;22;Cotisations et contributions sociales;1 656 655 641;1 722 093 138;1 656 655 641;1 722 093 138
Sécurités;152;1;23;Prestations sociales et allocations diverses;9 578 012;9 948 346;9 578 012;9 948 346
Sécurités;152;1;31;Dépenses de fonctionnement autres que celles de personnel;16 719 500;0;7 159 170;0
Sécurités;152;1;64;Transferts aux autres collectivités;3 000;0;3 000;0
Sécurités;152;2;21;Rémunérations dactivité;358 536 955;359 410 433;358 536 955;359 410 433
Sécurités;152;2;22;Cotisations et contributions sociales;385 082 930;383 071 599;385 082 930;383 071 599
Sécurités;152;2;23;Prestations sociales et allocations diverses;2 348 825;2 297 256;2 348 825;2 297 256
Sécurités;152;3;21;Rémunérations dactivité;919 527 626;977 580 473;919 527 626;977 580 473
Sécurités;152;3;22;Cotisations et contributions sociales;985 960 922;1 040 257 948;985 960 922;1 040 257 948
Sécurités;152;3;23;Prestations sociales et allocations diverses;5 738 687;5 973 785;5 738 687;5 973 785
Sécurités;152;4;21;Rémunérations dactivité;500 510 730;523 469 008;500 510 730;523 469 008
Sécurités;152;4;22;Cotisations et contributions sociales;474 126 217;494 147 816;474 126 217;494 147 816
Sécurités;152;4;23;Prestations sociales et allocations diverses;2 271 986;2 302 075;2 271 986;2 302 075
Sécurités;152;4;31;Dépenses de fonctionnement autres que celles de personnel;1 274 748 037;1 343 149 386;1 153 345 444;1 171 063 611
Sécurités;152;4;51;Dépenses pour immobilisations corporelles de lÉtat;179 289 030;174 925 110;149 944 184;139 302 643
Sécurités;152;4;63;Transferts aux collectivités territoriales;6 000 000;6 000 000;8 880 000;7 880 000
Sécurités;152;5;21;Rémunérations dactivité;64 042 586;65 211 375;64 042 586;65 211 375
Sécurités;152;5;22;Cotisations et contributions sociales;68 759 670;69 504 820;68 759 670;69 504 820
Sécurités;152;5;23;Prestations sociales et allocations diverses;392 490;388 538;392 490;388 538
Sécurités;161;11;21;Rémunérations dactivité;4 423 435;4 778 740;4 423 435;4 778 740
Sécurités;161;11;22;Cotisations et contributions sociales;3 601 779;3 819 423;3 601 779;3 819 423
Sécurités;161;11;23;Prestations sociales et allocations diverses;24 964;27 538;24 964;27 538
Sécurités;161;11;31;Dépenses de fonctionnement autres que celles de personnel;14 413 778;19 333 588;13 415 795;16 603 588
Sécurités;161;11;51;Dépenses pour immobilisations corporelles de lÉtat;2 895 531;2 892 695;8 944 626;8 892 695
Sécurités;161;11;61;Transferts aux ménages;220 502;100 000;220 502;100 000
Sécurités;161;11;63;Transferts aux collectivités territoriales;3 412 103;2 350 000;3 412 103;2 350 000
Sécurités;161;11;64;Transferts aux autres collectivités;132 970;125 000;132 970;125 000
Sécurités;161;12;21;Rémunérations dactivité;91 787 351;95 991 336;91 787 351;95 991 336
Sécurités;161;12;22;Cotisations et contributions sociales;64 141 541;66 536 957;64 141 541;66 536 957
Sécurités;161;12;23;Prestations sociales et allocations diverses;229 215;154 842;229 215;154 842
Sécurités;161;12;31;Dépenses de fonctionnement autres que celles de personnel;67 992 177;53 416 100;86 875 966;81 926 100
Sécurités;161;12;51;Dépenses pour immobilisations corporelles de lÉtat;22 943 606;39 915 000;24 152 575;47 089 148
Sécurités;161;13;21;Rémunérations dactivité;1 480 675;1 748 521;1 480 675;1 748 521
Sécurités;161;13;22;Cotisations et contributions sociales;882 417;943 438;882 417;943 438
Sécurités;161;13;23;Prestations sociales et allocations diverses;37 933;47 982;37 933;47 982
Sécurités;161;13;31;Dépenses de fonctionnement autres que celles de personnel;22 455 633;29 528 315;19 627 194;23 810 315
Sécurités;161;13;51;Dépenses pour immobilisations corporelles de lÉtat;7 457 753;3 500 000;17 992 380;9 368 000
Sécurités;161;13;61;Transferts aux ménages;12 208 941;12 870 160;12 208 941;12 870 160
Sécurités;161;13;63;Transferts aux collectivités territoriales;78 646 380;83 708 239;80 114 193;83 708 239
Sécurités;161;13;64;Transferts aux autres collectivités;4 702 857;4 573 470;4 702 857;4 573 470
Sécurités;161;13;72;Dotations en fonds propres;2 470 058;2 226 175;2 470 058;2 226 175
Sécurités;161;14;21;Rémunérations dactivité;979 300;2 675 706;979 300;2 675 706
Sécurités;161;14;22;Cotisations et contributions sociales;580 544;1 641 170;580 544;1 641 170
Sécurités;161;14;23;Prestations sociales et allocations diverses;10 901;51 530;10 901;51 530
Sécurités;161;14;31;Dépenses de fonctionnement autres que celles de personnel;6 143 997;5 028 535;6 143 997;3 978 535
Sécurités;161;14;51;Dépenses pour immobilisations corporelles de lÉtat;0;320 000;0;320 000
Sécurités;161;14;64;Transferts aux autres collectivités;16 507;17 000;16 507;17 000
Sécurités;176;1;21;Rémunérations dactivité;688 222 641;783 642 487;688 222 641;783 642 487
Sécurités;176;1;22;Cotisations et contributions sociales;473 928 397;540 538 315;473 928 397;540 538 315
Sécurités;176;1;23;Prestations sociales et allocations diverses;5 889 885;6 243 894;5 889 885;6 243 894
Sécurités;176;1;64;Transferts aux autres collectivités;2 000;0;2 000;0
Sécurités;176;2;21;Rémunérations dactivité;1 771 454 088;1 758 917 329;1 771 454 088;1 758 917 329
Sécurités;176;2;22;Cotisations et contributions sociales;1 224 674 715;1 213 252 823;1 224 674 715;1 213 252 823
Sécurités;176;2;23;Prestations sociales et allocations diverses;15 220 008;14 015 789;15 220 008;14 015 789
Sécurités;176;3;21;Rémunérations dactivité;271 686 007;266 631 002;271 686 007;266 631 002
Sécurités;176;3;22;Cotisations et contributions sociales;187 932 195;183 914 623;187 932 195;183 914 623
Sécurités;176;3;23;Prestations sociales et allocations diverses;2 335 583;2 124 644;2 335 583;2 124 644
Sécurités;176;3;64;Transferts aux autres collectivités;5 000;0;5 000;0
Sécurités;176;4;21;Rémunérations dactivité;441 080 290;478 026 784;441 080 290;478 026 784
Sécurités;176;4;22;Cotisations et contributions sociales;304 438 569;329 730 018;304 438 569;329 730 018
Sécurités;176;4;23;Prestations sociales et allocations diverses;3 702 193;3 809 074;3 702 193;3 809 074
Sécurités;176;5;21;Rémunérations dactivité;1 487 031 987;1 531 341 783;1 487 031 987;1 531 341 783
Sécurités;176;5;22;Cotisations et contributions sociales;1 027 802 586;1 056 283 225;1 027 802 586;1 056 283 225
Sécurités;176;5;23;Prestations sociales et allocations diverses;12 771 947;12 201 496;12 771 947;12 201 496
